"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"13 years"	"13"	"2004"	"2004"	"Female"	"F"	2	2122487	Unreliable
	"13 years"	"13"	"2004"	"2004"	"Male"	"M"	4	2227712	Unreliable
"Total"	"13 years"	"13"	"2004"	"2004"			6	4350199	Unreliable
	"13 years"	"13"	"2005"	"2005"	"Female"	"F"	3	2104267	Unreliable
	"13 years"	"13"	"2005"	"2005"	"Male"	"M"	2	2204584	Unreliable
"Total"	"13 years"	"13"	"2005"	"2005"			5	4308851	Unreliable
	"13 years"	"13"	"2006"	"2006"	"Female"	"F"	2	2078526	Unreliable
	"13 years"	"13"	"2006"	"2006"	"Male"	"M"	7	2186207	Unreliable
"Total"	"13 years"	"13"	"2006"	"2006"			9	4264733	Unreliable
	"13 years"	"13"	"2007"	"2007"	"Female"	"F"	5	2052707	Unreliable
	"13 years"	"13"	"2007"	"2007"	"Male"	"M"	5	2154619	Unreliable
"Total"	"13 years"	"13"	"2007"	"2007"			10	4207326	Unreliable
	"13 years"	"13"	"2008"	"2008"	"Female"	"F"	1	2048464	Unreliable
	"13 years"	"13"	"2008"	"2008"	"Male"	"M"	5	2151552	Unreliable
"Total"	"13 years"	"13"	"2008"	"2008"			6	4200016	Unreliable
	"13 years"	"13"	"2009"	"2009"	"Female"	"F"	3	2033250	Unreliable
	"13 years"	"13"	"2009"	"2009"	"Male"	"M"	4	2131163	Unreliable
"Total"	"13 years"	"13"	"2009"	"2009"			7	4164413	Unreliable
	"13 years"	"13"	"2010"	"2010"	"Female"	"F"	2	2013099	Unreliable
	"13 years"	"13"	"2010"	"2010"	"Male"	"M"	9	2104914	Unreliable
"Total"	"13 years"	"13"	"2010"	"2010"			11	4118013	Unreliable
	"13 years"	"13"	"2011"	"2011"	"Female"	"F"	1	2013430	Unreliable
	"13 years"	"13"	"2011"	"2011"	"Male"	"M"	6	2108648	Unreliable
"Total"	"13 years"	"13"	"2011"	"2011"			7	4122078	Unreliable
	"13 years"	"13"	"2012"	"2012"	"Female"	"F"	1	2020062	Unreliable
	"13 years"	"13"	"2012"	"2012"	"Male"	"M"	5	2116190	Unreliable
"Total"	"13 years"	"13"	"2012"	"2012"			6	4136252	Unreliable
	"13 years"	"13"	"2013"	"2013"	"Female"	"F"	2	2059475	Unreliable
	"13 years"	"13"	"2013"	"2013"	"Male"	"M"	3	2158489	Unreliable
"Total"	"13 years"	"13"	"2013"	"2013"			5	4217964	Unreliable
	"13 years"	"13"	"2014"	"2014"	"Female"	"F"	1	2041159	Unreliable
	"13 years"	"13"	"2014"	"2014"	"Male"	"M"	2	2128187	Unreliable
"Total"	"13 years"	"13"	"2014"	"2014"			3	4169346	Unreliable
	"13 years"	"13"	"2015"	"2015"	"Female"	"F"	6	2001602	Unreliable
	"13 years"	"13"	"2015"	"2015"	"Male"	"M"	2	2082704	Unreliable
"Total"	"13 years"	"13"	"2015"	"2015"			8	4084306	Unreliable
	"13 years"	"13"	"2016"	"2016"	"Female"	"F"	3	2014600	Unreliable
	"13 years"	"13"	"2016"	"2016"	"Male"	"M"	7	2095103	Unreliable
"Total"	"13 years"	"13"	"2016"	"2016"			10	4109703	Unreliable
	"13 years"	"13"	"2017"	"2017"	"Female"	"F"	2	2035757	Unreliable
	"13 years"	"13"	"2017"	"2017"	"Male"	"M"	3	2119558	Unreliable
"Total"	"13 years"	"13"	"2017"	"2017"			5	4155315	Unreliable
	"13 years"	"13"	"2018"	"2018"	"Female"	"F"	2	2034962	Unreliable
	"13 years"	"13"	"2018"	"2018"	"Male"	"M"	1	2121925	Unreliable
"Total"	"13 years"	"13"	"2018"	"2018"			3	4156887	Unreliable
	"13 years"	"13"	"2019"	"2019"	"Female"	"F"	1	2042234	Unreliable
	"13 years"	"13"	"2019"	"2019"	"Male"	"M"	1	2132987	Unreliable
"Total"	"13 years"	"13"	"2019"	"2019"			2	4175221	Unreliable
"Total"	"13 years"	"13"					131	87678689	0.1
	"14 years"	"14"	"1999"	"1999"	"Female"	"F"	1	1955864	Unreliable
	"14 years"	"14"	"1999"	"1999"	"Male"	"M"	5	2059148	Unreliable
"Total"	"14 years"	"14"	"1999"	"1999"			6	4015012	Unreliable
	"14 years"	"14"	"2000"	"2000"	"Female"	"F"	4	1972671	Unreliable
	"14 years"	"14"	"2000"	"2000"	"Male"	"M"	6	2079560	Unreliable
"Total"	"14 years"	"14"	"2000"	"2000"			10	4052231	Unreliable
	"14 years"	"14"	"2001"	"2001"	"Female"	"F"	2	1979876	Unreliable
	"14 years"	"14"	"2001"	"2001"	"Male"	"M"	8	2079494	Unreliable
"Total"	"14 years"	"14"	"2001"	"2001"			10	4059370	Unreliable
	"14 years"	"14"	"2002"	"2002"	"Female"	"F"	5	2015047	Unreliable
	"14 years"	"14"	"2002"	"2002"	"Male"	"M"	10	2117462	Unreliable
"Total"	"14 years"	"14"	"2002"	"2002"			15	4132509	Unreliable
	"14 years"	"14"	"2003"	"2003"	"Female"	"F"	2	2058247	Unreliable
	"14 years"	"14"	"2003"	"2003"	"Male"	"M"	5	2163637	Unreliable
"Total"	"14 years"	"14"	"2003"	"2003"			7	4221884	Unreliable
	"14 years"	"14"	"2004"	"2004"	"Female"	"F"	11	2147180	Unreliable
	"14 years"	"14"	"2004"	"2004"	"Male"	"M"	10	2261079	Unreliable
"Total"	"14 years"	"14"	"2004"	"2004"			21	4408259	0.5
	"14 years"	"14"	"2005"	"2005"	"Female"	"F"	7	2122621	Unreliable
	"14 years"	"14"	"2005"	"2005"	"Male"	"M"	10	2230595	Unreliable
"Total"	"14 years"	"14"	"2005"	"2005"			17	4353216	Unreliable
	"14 years"	"14"	"2006"	"2006"	"Female"	"F"	7	2102559	Unreliable
	"14 years"	"14"	"2006"	"2006"	"Male"	"M"	13	2205891	Unreliable
"Total"	"14 years"	"14"	"2006"	"2006"			20	4308450	0.5
	"14 years"	"14"	"2007"	"2007"	"Female"	"F"	9	2074283	Unreliable
	"14 years"	"14"	"2007"	"2007"	"Male"	"M"	16	2185221	Unreliable
"Total"	"14 years"	"14"	"2007"	"2007"			25	4259504	0.6
	"14 years"	"14"	"2008"	"2008"	"Female"	"F"	2	2046376	Unreliable
	"14 years"	"14"	"2008"	"2008"	"Male"	"M"	13	2151718	Unreliable
"Total"	"14 years"	"14"	"2008"	"2008"			15	4198094	Unreliable
	"14 years"	"14"	"2009"	"2009"	"Female"	"F"	5	2039626	Unreliable
	"14 years"	"14"	"2009"	"2009"	"Male"	"M"	7	2146254	Unreliable
"Total"	"14 years"	"14"	"2009"	"2009"			12	4185880	Unreliable
	"14 years"	"14"	"2010"	"2010"	"Female"	"F"	3	2030439	Unreliable
	"14 years"	"14"	"2010"	"2010"	"Male"	"M"	14	2135543	Unreliable
"Total"	"14 years"	"14"	"2010"	"2010"			17	4165982	Unreliable
	"14 years"	"14"	"2011"	"2011"	"Female"	"F"	5	2018718	Unreliable
	"14 years"	"14"	"2011"	"2011"	"Male"	"M"	8	2110202	Unreliable
"Total"	"14 years"	"14"	"2011"	"2011"			13	4128920	Unreliable
	"14 years"	"14"	"2012"	"2012"	"Female"	"F"	7	2019557	Unreliable
	"14 years"	"14"	"2012"	"2012"	"Male"	"M"	12	2115717	Unreliable
"Total"	"14 years"	"14"	"2012"	"2012"			19	4135274	Unreliable
	"14 years"	"14"	"2013"	"2013"	"Female"	"F"	4	2025677	Unreliable
	"14 years"	"14"	"2013"	"2013"	"Male"	"M"	3	2121762	Unreliable
"Total"	"14 years"	"14"	"2013"	"2013"			7	4147439	Unreliable
	"14 years"	"14"	"2014"	"2014"	"Female"	"F"	2	2068252	Unreliable
	"14 years"	"14"	"2014"	"2014"	"Male"	"M"	6	2164228	Unreliable
"Total"	"14 years"	"14"	"2014"	"2014"			8	4232480	Unreliable
	"14 years"	"14"	"2015"	"2015"	"Female"	"F"	1	2049167	Unreliable
	"14 years"	"14"	"2015"	"2015"	"Male"	"M"	6	2136219	Unreliable
"Total"	"14 years"	"14"	"2015"	"2015"			7	4185386	Unreliable
	"14 years"	"14"	"2016"	"2016"	"Female"	"F"	6	2006259	Unreliable
	"14 years"	"14"	"2016"	"2016"	"Male"	"M"	6	2087472	Unreliable
"Total"	"14 years"	"14"	"2016"	"2016"			12	4093731	Unreliable
	"14 years"	"14"	"2017"	"2017"	"Female"	"F"	8	2022552	Unreliable
	"14 years"	"14"	"2017"	"2017"	"Male"	"M"	7	2104753	Unreliable
"Total"	"14 years"	"14"	"2017"	"2017"			15	4127305	Unreliable
	"14 years"	"14"	"2018"	"2018"	"Female"	"F"	7	2041460	Unreliable
	"14 years"	"14"	"2018"	"2018"	"Male"	"M"	9	2125611	Unreliable
"Total"	"14 years"	"14"	"2018"	"2018"			16	4167071	Unreliable
	"14 years"	"14"	"2019"	"2019"	"Female"	"F"	4	2038819	Unreliable
	"14 years"	"14"	"2019"	"2019"	"Male"	"M"	6	2125640	Unreliable
"Total"	"14 years"	"14"	"2019"	"2019"			10	4164459	Unreliable
"Total"	"14 years"	"14"					282	87742456	0.3
	"15 years"	"15"	"1999"	"1999"	"Female"	"F"	4	1913334	Unreliable
	"15 years"	"15"	"1999"	"1999"	"Male"	"M"	6	2025818	Unreliable
"Total"	"15 years"	"15"	"1999"	"1999"			10	3939152	Unreliable
	"15 years"	"15"	"2000"	"2000"	"Female"	"F"	11	1954277	Unreliable
	"15 years"	"15"	"2000"	"2000"	"Male"	"M"	10	2065127	Unreliable
"Total"	"15 years"	"15"	"2000"	"2000"			21	4019404	0.5
	"15 years"	"15"	"2001"	"2001"	"Female"	"F"	9	1987434	Unreliable
	"15 years"	"15"	"2001"	"2001"	"Male"	"M"	15	2096444	Unreliable
"Total"	"15 years"	"15"	"2001"	"2001"			24	4083878	0.6
	"15 years"	"15"	"2002"	"2002"	"Female"	"F"	7	1996259	Unreliable
	"15 years"	"15"	"2002"	"2002"	"Male"	"M"	19	2101617	Unreliable
"Total"	"15 years"	"15"	"2002"	"2002"			26	4097876	0.6
	"15 years"	"15"	"2003"	"2003"	"Female"	"F"	12	2032351	Unreliable
	"15 years"	"15"	"2003"	"2003"	"Male"	"M"	14	2140303	Unreliable
"Total"	"15 years"	"15"	"2003"	"2003"			26	4172654	0.6
	"15 years"	"15"	"2004"	"2004"	"Female"	"F"	14	2076760	Unreliable
	"15 years"	"15"	"2004"	"2004"	"Male"	"M"	34	2188103	1.6
"Total"	"15 years"	"15"	"2004"	"2004"			48	4264863	1.1
	"15 years"	"15"	"2005"	"2005"	"Female"	"F"	13	2168521	Unreliable
	"15 years"	"15"	"2005"	"2005"	"Male"	"M"	24	2288448	1.0
"Total"	"15 years"	"15"	"2005"	"2005"			37	4456969	0.8
	"15 years"	"15"	"2006"	"2006"	"Female"	"F"	6	2146323	Unreliable
	"15 years"	"15"	"2006"	"2006"	"Male"	"M"	25	2260192	1.1
"Total"	"15 years"	"15"	"2006"	"2006"			31	4406515	0.7
	"15 years"	"15"	"2007"	"2007"	"Female"	"F"	15	2127798	Unreliable
	"15 years"	"15"	"2007"	"2007"	"Male"	"M"	31	2236697	1.4
"Total"	"15 years"	"15"	"2007"	"2007"			46	4364495	1.1
	"15 years"	"15"	"2008"	"2008"	"Female"	"F"	11	2101218	Unreliable
	"15 years"	"15"	"2008"	"2008"	"Male"	"M"	36	2217764	1.6
"Total"	"15 years"	"15"	"2008"	"2008"			47	4318982	1.1
	"15 years"	"15"	"2009"	"2009"	"Female"	"F"	10	2074716	Unreliable
	"15 years"	"15"	"2009"	"2009"	"Male"	"M"	22	2185191	1.0
"Total"	"15 years"	"15"	"2009"	"2009"			32	4259907	0.8
	"15 years"	"15"	"2010"	"2010"	"Female"	"F"	12	2065798	Unreliable
	"15 years"	"15"	"2010"	"2010"	"Male"	"M"	30	2177022	1.4
"Total"	"15 years"	"15"	"2010"	"2010"			42	4242820	1.0
	"15 years"	"15"	"2011"	"2011"	"Female"	"F"	9	2027333	Unreliable
	"15 years"	"15"	"2011"	"2011"	"Male"	"M"	20	2129503	0.9
"Total"	"15 years"	"15"	"2011"	"2011"			29	4156836	0.7
	"15 years"	"15"	"2012"	"2012"	"Female"	"F"	6	2025654	Unreliable
	"15 years"	"15"	"2012"	"2012"	"Male"	"M"	19	2118360	Unreliable
"Total"	"15 years"	"15"	"2012"	"2012"			25	4144014	0.6
	"15 years"	"15"	"2013"	"2013"	"Female"	"F"	10	2025522	Unreliable
	"15 years"	"15"	"2013"	"2013"	"Male"	"M"	21	2121923	1.0
"Total"	"15 years"	"15"	"2013"	"2013"			31	4147445	0.7
	"15 years"	"15"	"2014"	"2014"	"Female"	"F"	7	2035299	Unreliable
	"15 years"	"15"	"2014"	"2014"	"Male"	"M"	11	2128424	Unreliable
"Total"	"15 years"	"15"	"2014"	"2014"			18	4163723	Unreliable
	"15 years"	"15"	"2015"	"2015"	"Female"	"F"	11	2076753	Unreliable
	"15 years"	"15"	"2015"	"2015"	"Male"	"M"	11	2172989	Unreliable
"Total"	"15 years"	"15"	"2015"	"2015"			22	4249742	0.5
	"15 years"	"15"	"2016"	"2016"	"Female"	"F"	6	2054841	Unreliable
	"15 years"	"15"	"2016"	"2016"	"Male"	"M"	13	2142150	Unreliable
"Total"	"15 years"	"15"	"2016"	"2016"			19	4196991	Unreliable
	"15 years"	"15"	"2017"	"2017"	"Female"	"F"	9	2015751	Unreliable
	"15 years"	"15"	"2017"	"2017"	"Male"	"M"	6	2098809	Unreliable
"Total"	"15 years"	"15"	"2017"	"2017"			15	4114560	Unreliable
	"15 years"	"15"	"2018"	"2018"	"Female"	"F"	5	2029592	Unreliable
	"15 years"	"15"	"2018"	"2018"	"Male"	"M"	16	2111626	Unreliable
"Total"	"15 years"	"15"	"2018"	"2018"			21	4141218	0.5
	"15 years"	"15"	"2019"	"2019"	"Female"	"F"	14	2045739	Unreliable
	"15 years"	"15"	"2019"	"2019"	"Male"	"M"	14	2129720	Unreliable
"Total"	"15 years"	"15"	"2019"	"2019"			28	4175459	0.7
"Total"	"15 years"	"15"					598	88117503	0.7
	"16 years"	"16"	"1999"	"1999"	"Female"	"F"	10	1948049	Unreliable
	"16 years"	"16"	"1999"	"1999"	"Male"	"M"	13	2072256	Unreliable
"Total"	"16 years"	"16"	"1999"	"1999"			23	4020305	0.6
	"16 years"	"16"	"2000"	"2000"	"Female"	"F"	15	1926439	Unreliable
	"16 years"	"16"	"2000"	"2000"	"Male"	"M"	28	2048582	1.4
"Total"	"16 years"	"16"	"2000"	"2000"			43	3975021	1.1
	"16 years"	"16"	"2001"	"2001"	"Female"	"F"	13	1992853	Unreliable
	"16 years"	"16"	"2001"	"2001"	"Male"	"M"	43	2115451	2.0
"Total"	"16 years"	"16"	"2001"	"2001"			56	4108304	1.4
	"16 years"	"16"	"2002"	"2002"	"Female"	"F"	20	2004322	1.0
	"16 years"	"16"	"2002"	"2002"	"Male"	"M"	27	2122639	1.3
"Total"	"16 years"	"16"	"2002"	"2002"			47	4126961	1.1
	"16 years"	"16"	"2003"	"2003"	"Female"	"F"	16	2012581	Unreliable
	"16 years"	"16"	"2003"	"2003"	"Male"	"M"	42	2126560	2.0
"Total"	"16 years"	"16"	"2003"	"2003"			58	4139141	1.4
	"16 years"	"16"	"2004"	"2004"	"Female"	"F"	16	2048548	Unreliable
	"16 years"	"16"	"2004"	"2004"	"Male"	"M"	37	2165214	1.7
"Total"	"16 years"	"16"	"2004"	"2004"			53	4213762	1.3
	"16 years"	"16"	"2005"	"2005"	"Female"	"F"	12	2094194	Unreliable
	"16 years"	"16"	"2005"	"2005"	"Male"	"M"	50	2213951	2.3
"Total"	"16 years"	"16"	"2005"	"2005"			62	4308145	1.4
	"16 years"	"16"	"2006"	"2006"	"Female"	"F"	23	2187586	1.1
	"16 years"	"16"	"2006"	"2006"	"Male"	"M"	70	2315411	3.0
"Total"	"16 years"	"16"	"2006"	"2006"			93	4502997	2.1
	"16 years"	"16"	"2007"	"2007"	"Female"	"F"	24	2165619	1.1
	"16 years"	"16"	"2007"	"2007"	"Male"	"M"	58	2286631	2.5
"Total"	"16 years"	"16"	"2007"	"2007"			82	4452250	1.8
	"16 years"	"16"	"2008"	"2008"	"Female"	"F"	17	2147828	Unreliable
	"16 years"	"16"	"2008"	"2008"	"Male"	"M"	50	2263348	2.2
"Total"	"16 years"	"16"	"2008"	"2008"			67	4411176	1.5
	"16 years"	"16"	"2009"	"2009"	"Female"	"F"	24	2121530	1.1
	"16 years"	"16"	"2009"	"2009"	"Male"	"M"	56	2243808	2.5
"Total"	"16 years"	"16"	"2009"	"2009"			80	4365338	1.8
	"16 years"	"16"	"2010"	"2010"	"Female"	"F"	23	2100105	1.1
	"16 years"	"16"	"2010"	"2010"	"Male"	"M"	40	2216034	1.8
"Total"	"16 years"	"16"	"2010"	"2010"			63	4316139	1.5
	"16 years"	"16"	"2011"	"2011"	"Female"	"F"	25	2066353	1.2
	"16 years"	"16"	"2011"	"2011"	"Male"	"M"	38	2179126	1.7
"Total"	"16 years"	"16"	"2011"	"2011"			63	4245479	1.5
	"16 years"	"16"	"2012"	"2012"	"Female"	"F"	13	2035449	Unreliable
	"16 years"	"16"	"2012"	"2012"	"Male"	"M"	33	2138825	1.5
"Total"	"16 years"	"16"	"2012"	"2012"			46	4174274	1.1
	"16 years"	"16"	"2013"	"2013"	"Female"	"F"	8	2032193	Unreliable
	"16 years"	"16"	"2013"	"2013"	"Male"	"M"	22	2125923	1.0
"Total"	"16 years"	"16"	"2013"	"2013"			30	4158116	0.7
	"16 years"	"16"	"2014"	"2014"	"Female"	"F"	16	2036296	Unreliable
	"16 years"	"16"	"2014"	"2014"	"Male"	"M"	23	2130938	1.1
"Total"	"16 years"	"16"	"2014"	"2014"			39	4167234	0.9
	"16 years"	"16"	"2015"	"2015"	"Female"	"F"	16	2045025	Unreliable
	"16 years"	"16"	"2015"	"2015"	"Male"	"M"	26	2139271	1.2
"Total"	"16 years"	"16"	"2015"	"2015"			42	4184296	1.0
	"16 years"	"16"	"2016"	"2016"	"Female"	"F"	17	2084083	Unreliable
	"16 years"	"16"	"2016"	"2016"	"Male"	"M"	34	2181141	1.6
"Total"	"16 years"	"16"	"2016"	"2016"			51	4265224	1.2
	"16 years"	"16"	"2017"	"2017"	"Female"	"F"	15	2066782	Unreliable
	"16 years"	"16"	"2017"	"2017"	"Male"	"M"	22	2155909	1.0
"Total"	"16 years"	"16"	"2017"	"2017"			37	4222691	0.9
	"16 years"	"16"	"2018"	"2018"	"Female"	"F"	15	2023998	Unreliable
	"16 years"	"16"	"2018"	"2018"	"Male"	"M"	24	2106746	1.1
"Total"	"16 years"	"16"	"2018"	"2018"			39	4130744	0.9
	"16 years"	"16"	"2019"	"2019"	"Female"	"F"	20	2034255	1.0
	"16 years"	"16"	"2019"	"2019"	"Male"	"M"	39	2116165	1.8
"Total"	"16 years"	"16"	"2019"	"2019"			59	4150420	1.4
"Total"	"16 years"	"16"					1133	88638017	1.3
	"17 years"	"17"	"1999"	"1999"	"Female"	"F"	12	1947136	Unreliable
	"17 years"	"17"	"1999"	"1999"	"Male"	"M"	39	2084088	1.9
"Total"	"17 years"	"17"	"1999"	"1999"			51	4031224	1.3
	"17 years"	"17"	"2000"	"2000"	"Female"	"F"	10	1954732	Unreliable
	"17 years"	"17"	"2000"	"2000"	"Male"	"M"	37	2091280	1.8
"Total"	"17 years"	"17"	"2000"	"2000"			47	4046012	1.2
	"17 years"	"17"	"2001"	"2001"	"Female"	"F"	18	1947338	Unreliable
	"17 years"	"17"	"2001"	"2001"	"Male"	"M"	55	2081398	2.6
"Total"	"17 years"	"17"	"2001"	"2001"			73	4028736	1.8
	"17 years"	"17"	"2002"	"2002"	"Female"	"F"	22	2007233	1.1
	"17 years"	"17"	"2002"	"2002"	"Male"	"M"	61	2141357	2.8
"Total"	"17 years"	"17"	"2002"	"2002"			83	4148590	2.0
	"17 years"	"17"	"2003"	"2003"	"Female"	"F"	23	2015547	1.1
	"17 years"	"17"	"2003"	"2003"	"Male"	"M"	69	2144766	3.2
"Total"	"17 years"	"17"	"2003"	"2003"			92	4160313	2.2
	"17 years"	"17"	"2004"	"2004"	"Female"	"F"	30	2021150	1.5
	"17 years"	"17"	"2004"	"2004"	"Male"	"M"	85	2146158	4.0
"Total"	"17 years"	"17"	"2004"	"2004"			115	4167308	2.8
	"17 years"	"17"	"2005"	"2005"	"Female"	"F"	29	2055847	1.4
	"17 years"	"17"	"2005"	"2005"	"Male"	"M"	86	2183662	3.9
"Total"	"17 years"	"17"	"2005"	"2005"			115	4239509	2.7
	"17 years"	"17"	"2006"	"2006"	"Female"	"F"	32	2100214	1.5
	"17 years"	"17"	"2006"	"2006"	"Male"	"M"	95	2231279	4.3
"Total"	"17 years"	"17"	"2006"	"2006"			127	4331493	2.9
	"17 years"	"17"	"2007"	"2007"	"Female"	"F"	28	2191076	1.3
	"17 years"	"17"	"2007"	"2007"	"Male"	"M"	104	2329969	4.5
"Total"	"17 years"	"17"	"2007"	"2007"			132	4521045	2.9
	"17 years"	"17"	"2008"	"2008"	"Female"	"F"	26	2167548	1.2
	"17 years"	"17"	"2008"	"2008"	"Male"	"M"	99	2299512	4.3
"Total"	"17 years"	"17"	"2008"	"2008"			125	4467060	2.8
	"17 years"	"17"	"2009"	"2009"	"Female"	"F"	23	2147758	1.1
	"17 years"	"17"	"2009"	"2009"	"Male"	"M"	88	2273583	3.9
"Total"	"17 years"	"17"	"2009"	"2009"			111	4421341	2.5
	"17 years"	"17"	"2010"	"2010"	"Female"	"F"	34	2132142	1.6
	"17 years"	"17"	"2010"	"2010"	"Male"	"M"	76	2263153	3.4
"Total"	"17 years"	"17"	"2010"	"2010"			110	4395295	2.5
	"17 years"	"17"	"2011"	"2011"	"Female"	"F"	33	2105118	1.6
	"17 years"	"17"	"2011"	"2011"	"Male"	"M"	77	2225733	3.5
"Total"	"17 years"	"17"	"2011"	"2011"			110	4330851	2.5
	"17 years"	"17"	"2012"	"2012"	"Female"	"F"	18	2075821	Unreliable
	"17 years"	"17"	"2012"	"2012"	"Male"	"M"	63	2189881	2.9
"Total"	"17 years"	"17"	"2012"	"2012"			81	4265702	1.9
	"17 years"	"17"	"2013"	"2013"	"Female"	"F"	31	2042940	1.5
	"17 years"	"17"	"2013"	"2013"	"Male"	"M"	59	2148248	2.7
"Total"	"17 years"	"17"	"2013"	"2013"			90	4191188	2.1
	"17 years"	"17"	"2014"	"2014"	"Female"	"F"	34	2045897	1.7
	"17 years"	"17"	"2014"	"2014"	"Male"	"M"	50	2138809	2.3
"Total"	"17 years"	"17"	"2014"	"2014"			84	4184706	2.0
	"17 years"	"17"	"2015"	"2015"	"Female"	"F"	31	2049112	1.5
	"17 years"	"17"	"2015"	"2015"	"Male"	"M"	51	2145174	2.4
"Total"	"17 years"	"17"	"2015"	"2015"			82	4194286	2.0
	"17 years"	"17"	"2016"	"2016"	"Female"	"F"	37	2054585	1.8
	"17 years"	"17"	"2016"	"2016"	"Male"	"M"	66	2150416	3.1
"Total"	"17 years"	"17"	"2016"	"2016"			103	4205001	2.4
	"17 years"	"17"	"2017"	"2017"	"Female"	"F"	27	2098704	1.3
	"17 years"	"17"	"2017"	"2017"	"Male"	"M"	50	2197871	2.3
"Total"	"17 years"	"17"	"2017"	"2017"			77	4296575	1.8
	"17 years"	"17"	"2018"	"2018"	"Female"	"F"	37	2076491	1.8
	"17 years"	"17"	"2018"	"2018"	"Male"	"M"	55	2165445	2.5
"Total"	"17 years"	"17"	"2018"	"2018"			92	4241936	2.2
	"17 years"	"17"	"2019"	"2019"	"Female"	"F"	23	2029872	1.1
	"17 years"	"17"	"2019"	"2019"	"Male"	"M"	67	2112553	3.2
"Total"	"17 years"	"17"	"2019"	"2019"			90	4142425	2.2
"Total"	"17 years"	"17"					1990	89010596	2.2
	"18 years"	"18"	"1999"	"1999"	"Female"	"F"	18	1942583	Unreliable
	"18 years"	"18"	"1999"	"1999"	"Male"	"M"	74	2047260	3.6
"Total"	"18 years"	"18"	"1999"	"1999"			92	3989843	2.3
	"18 years"	"18"	"2000"	"2000"	"Female"	"F"	30	1972745	1.5
	"18 years"	"18"	"2000"	"2000"	"Male"	"M"	75	2078853	3.6
"Total"	"18 years"	"18"	"2000"	"2000"			105	4051598	2.6
	"18 years"	"18"	"2001"	"2001"	"Female"	"F"	19	1977996	Unreliable
	"18 years"	"18"	"2001"	"2001"	"Male"	"M"	89	2124855	4.2
"Total"	"18 years"	"18"	"2001"	"2001"			108	4102851	2.6
	"18 years"	"18"	"2002"	"2002"	"Female"	"F"	36	1971434	1.8
	"18 years"	"18"	"2002"	"2002"	"Male"	"M"	104	2112882	4.9
"Total"	"18 years"	"18"	"2002"	"2002"			140	4084316	3.4
	"18 years"	"18"	"2003"	"2003"	"Female"	"F"	47	2032257	2.3
	"18 years"	"18"	"2003"	"2003"	"Male"	"M"	125	2169578	5.8
"Total"	"18 years"	"18"	"2003"	"2003"			172	4201835	4.1
	"18 years"	"18"	"2004"	"2004"	"Female"	"F"	49	2041748	2.4
	"18 years"	"18"	"2004"	"2004"	"Male"	"M"	169	2172313	7.8
"Total"	"18 years"	"18"	"2004"	"2004"			218	4214061	5.2
	"18 years"	"18"	"2005"	"2005"	"Female"	"F"	44	2050714	2.1
	"18 years"	"18"	"2005"	"2005"	"Male"	"M"	139	2174412	6.4
"Total"	"18 years"	"18"	"2005"	"2005"			183	4225126	4.3
	"18 years"	"18"	"2006"	"2006"	"Female"	"F"	60	2088493	2.9
	"18 years"	"18"	"2006"	"2006"	"Male"	"M"	189	2212557	8.5
"Total"	"18 years"	"18"	"2006"	"2006"			249	4301050	5.8
	"18 years"	"18"	"2007"	"2007"	"Female"	"F"	62	2135140	2.9
	"18 years"	"18"	"2007"	"2007"	"Male"	"M"	212	2259498	9.4
"Total"	"18 years"	"18"	"2007"	"2007"			274	4394638	6.2
	"18 years"	"18"	"2008"	"2008"	"Female"	"F"	61	2230353	2.7
	"18 years"	"18"	"2008"	"2008"	"Male"	"M"	222	2357770	9.4
"Total"	"18 years"	"18"	"2008"	"2008"			283	4588123	6.2
	"18 years"	"18"	"2009"	"2009"	"Female"	"F"	54	2208513	2.4
	"18 years"	"18"	"2009"	"2009"	"Male"	"M"	153	2326121	6.6
"Total"	"18 years"	"18"	"2009"	"2009"			207	4534634	4.6
	"18 years"	"18"	"2010"	"2010"	"Female"	"F"	55	2195382	2.5
	"18 years"	"18"	"2010"	"2010"	"Male"	"M"	167	2305473	7.2
"Total"	"18 years"	"18"	"2010"	"2010"			222	4500855	4.9
	"18 years"	"18"	"2011"	"2011"	"Female"	"F"	48	2131424	2.3
	"18 years"	"18"	"2011"	"2011"	"Male"	"M"	181	2264743	8.0
"Total"	"18 years"	"18"	"2011"	"2011"			229	4396167	5.2
	"18 years"	"18"	"2012"	"2012"	"Female"	"F"	49	2116371	2.3
	"18 years"	"18"	"2012"	"2012"	"Male"	"M"	160	2237646	7.2
"Total"	"18 years"	"18"	"2012"	"2012"			209	4354017	4.8
	"18 years"	"18"	"2013"	"2013"	"Female"	"F"	49	2084906	2.4
	"18 years"	"18"	"2013"	"2013"	"Male"	"M"	136	2200703	6.2
"Total"	"18 years"	"18"	"2013"	"2013"			185	4285609	4.3
	"18 years"	"18"	"2014"	"2014"	"Female"	"F"	45	2060528	2.2
	"18 years"	"18"	"2014"	"2014"	"Male"	"M"	128	2165062	5.9
"Total"	"18 years"	"18"	"2014"	"2014"			173	4225590	4.1
	"18 years"	"18"	"2015"	"2015"	"Female"	"F"	69	2061954	3.3
	"18 years"	"18"	"2015"	"2015"	"Male"	"M"	154	2156041	7.1
"Total"	"18 years"	"18"	"2015"	"2015"			223	4217995	5.3
